 2016-11-14 10:28:04,553 [P42252/D2/T1] INFO  Umbraco.Core.CoreBootManager - Umbraco 7.5.3 application starting on MARIA-L2-PC
 2016-11-14 15:19:37,913 [P31352/D2/T14] INFO  umbraco.BusinessLogic.Log - Log scrubbed.  Removed all items older than 2016-11-13 15:19:37
 2016-11-14 15:22:52,525 [P31352/D2/T29] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IParameterEditor
 2016-11-14 15:22:52,525 [P31352/D2/T29] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IParameterEditor, found 0 (took 0ms)
 2016-11-14 15:23:11,520 [P31352/D2/T11] INFO  Umbraco.Core.Security.BackOfficeSignInManager - Event Id: 0, state: Login attempt succeeded for username mariya@abv.bg from IP address ::1
 2016-11-14 15:23:11,538 [P31352/D2/T11] INFO  Umbraco.Core.Security.BackOfficeSignInManager - Event Id: 0, state: User: mariya@abv.bg logged in from IP address ::1
 2016-11-14 15:23:12,204 [P31352/D2/T23] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Trees.TreeController
 2016-11-14 15:23:12,207 [P31352/D2/T23] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Trees.TreeController, found 0 (took 2ms)
 2016-11-14 15:23:12,516 [P31352/D2/T25] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.IApplication
 2016-11-14 15:23:12,520 [P31352/D2/T25] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.IApplication, found 0 (took 3ms)
 2016-11-14 15:23:12,823 [P31352/D2/T20] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.ITree
 2016-11-14 15:23:12,827 [P31352/D2/T20] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.ITree, found 0 (took 4ms)
 2016-11-14 15:23:12,855 [P31352/D2/T20] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Trees.TreeController
 2016-11-14 15:23:12,856 [P31352/D2/T20] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Trees.TreeController, found 0 (took 1ms)
 2016-11-14 15:23:12,863 [P31352/D2/T20] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.ITree
 2016-11-14 15:23:12,864 [P31352/D2/T20] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.ITree, found 0 (took 1ms)
 2016-11-14 15:25:03,222 [P31352/D2/T26] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'About us' with Id '1083' has been unpublished.
 2016-11-14 15:25:04,800 [P31352/D2/T26] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.ICacheRefresher
 2016-11-14 15:25:04,804 [P31352/D2/T26] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.ICacheRefresher, found 0 (took 3ms)
 2016-11-14 15:25:08,909 [P31352/D2/T12] INFO  umbraco.content - Save Xml to file...
 2016-11-14 15:25:08,913 [P31352/D2/T12] INFO  umbraco.content - Saved Xml to file.
 2016-11-14 15:25:22,309 [P31352/D2/T24] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'fdhtdfgf' with Id '1079' has been unpublished.
 2016-11-14 15:25:26,622 [P31352/D2/T27] INFO  umbraco.content - Save Xml to file...
 2016-11-14 15:25:26,627 [P31352/D2/T27] INFO  umbraco.content - Saved Xml to file.
 2016-11-14 15:29:14,957 [P31352/D2/T24] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'from me' with Id '0' has been published.
 2016-11-14 15:29:15,372 [P31352/D2/T24] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'to you' with Id '0' has been published.
 2016-11-14 15:29:15,672 [P31352/D2/T24] INFO  Umbraco.Web.Mvc.UmbracoPageResult - Executing Umbraco RouteDefinition controller
 2016-11-14 15:29:15,724 [P31352/D2/T24] INFO  Umbraco.Web.Mvc.UmbracoPageResult - Finished (took 52ms)
 2016-11-14 15:29:19,679 [P31352/D2/T27] INFO  umbraco.content - Save Xml to file...
 2016-11-14 15:29:19,684 [P31352/D2/T27] INFO  umbraco.content - Saved Xml to file.
